move,pos_id_1,pos_id_2,pos_id_3,pos_id_4,pos_id_5,pos_id_6,pos_id_7,pos_id_8,pos_id_9,pos_id_10,pos_id_11,pos_id_12,pos_id_13,pos_id_14,pos_id_15,pos_id_16,pos_id_17,pos_id_18,pos_id_19,pos_id_20,pos_id_21,pos_id_22,pos_id_23,pos_id_24,pos_id_25,pos_id_26,pos_id_27,pos_id_28,pos_id_29,pos_id_30,pos_id_31,pos_id_32,pos_id_33,pos_id_34,pos_id_35,pos_id_36,pos_id_37,pos_id_38,pos_id_39,pos_id_40,pos_id_41,pos_id_42,pos_id_43,pos_id_44,pos_id_45,pos_id_46,pos_id_47,pos_id_48,pos_id_49,pos_id_50,pos_id_51,pos_id_52,pos_id_53,pos_id_54,pos_id_55,pos_id_56,pos_id_57,pos_id_58,pos_id_59,pos_id_60,pos_id_61,pos_id_62,pos_id_63,pos_id_64,pos_id_65,from_x,from_y,to_x,to_y,move_turn,move_type,move_status,red_game_value,blue_game_value
16,10,10,6,99,6,0,10,3,5,7,8,1,1,0,8,-1,-1,4,3,-1,-1,5,2,9,-1,-1,1,4,2,5,-1,-1,-1,-1,-1,-1,1,7,-1,-1,-1,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,8,0,2,0,0,1,1,6083,6080
17,10,10,6,99,6,-1,10,3,5,7,-1,1,1,0,8,-1,-1,4,3,-1,-1,5,2,9,-1,-1,1,4,2,5,-1,-1,-1,-1,-1,-1,1,7,-1,-1,-1,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,1,0,2,0,1,4,1,5683,5480
18,10,10,6,99,6,-1,10,3,5,7,-1,1,1,0,8,-1,-1,4,3,-1,-1,5,2,9,-1,-1,1,4,2,5,-1,-1,-1,-1,-1,-1,1,7,-1,-1,-1,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,9,0,10,1,0,2,1,5683,5480
19,10,10,6,99,6,-1,10,3,5,7,-1,1,1,0,8,5,-1,4,3,-1,-1,-1,2,9,-1,-1,1,4,2,5,-1,-1,-1,-1,-1,-1,1,7,-1,-1,-1,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,4,1,3,0,1,18,1,5683,5480
20,10,10,6,99,6,-1,10,3,5,7,-1,1,1,0,8,5,-1,4,3,-1,-1,-1,2,9,-1,-1,1,4,2,5,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,7,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,7,2,8,1,0,2,1,5683,5480
21,10,10,6,99,6,-1,10,3,5,7,-1,1,1,0,8,5,-1,4,3,-1,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,7,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,5,1,4,1,1,2,1,5683,5480
22,10,10,6,99,6,-1,10,3,5,7,-1,1,1,0,8,5,-1,4,3,-1,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,7,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,8,1,8,0,0,18,1,5683,5480
23,10,10,6,99,6,-1,10,3,5,7,-1,1,1,0,8,-1,-1,4,3,-1,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,7,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,3,0,8,0,1,1,1,5683,5450
24,10,10,6,99,6,-1,1,3,5,7,-1,1,1,0,8,-1,-1,4,3,-1,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,7,1,1,1,0,13,1,5683,4850
25,10,10,6,99,6,-1,3,-1,5,7,-1,1,1,0,8,-1,-1,4,3,-1,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,1,2,1,1,1,10,1,5083,4850
26,10,10,6,99,6,7,3,-1,5,7,-1,1,1,0,8,-1,-1,4,3,-1,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,8,0,1,0,0,17,1,5083,4850
27,10,10,6,99,6,7,3,-1,5,7,-1,1,1,0,8,-1,-1,4,-1,3,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,3,3,3,4,1,18,1,5083,4850
28,10,10,6,99,6,-1,7,-1,5,7,-1,1,1,0,8,-1,-1,4,-1,3,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,1,0,1,1,0,14,1,5083,4847
29,10,10,6,99,6,-1,7,0,5,7,-1,1,1,-1,8,-1,-1,4,-1,3,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,2,3,1,2,1,10,1,5083,4847
30,10,10,6,99,6,-1,-1,-1,5,7,-1,1,1,-1,8,-1,-1,4,-1,3,-1,1,2,9,-1,-1,-1,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,1,1,1,2,0,1,1,4933,4247
31,10,10,6,99,6,-1,-1,-1,5,7,-1,1,1,-1,8,-1,-1,4,-1,3,-1,1,2,9,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,4,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,5,2,7,2,1,8,1,4933,4247
32,10,10,6,99,6,-1,-1,-1,5,7,-1,1,1,-1,8,-1,-1,4,-1,3,-1,1,2,9,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,8,2,7,2,0,8,1,4923,4237
33,10,10,6,99,6,-1,-1,-1,5,7,-1,1,1,-1,8,-1,-1,4,-1,3,-1,1,-1,9,-1,-1,-1,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,4,2,5,2,1,18,1,4923,4237
34,10,10,6,99,6,-1,-1,-1,5,7,-1,1,1,-1,8,-1,-1,4,-1,3,-1,1,-1,9,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,5,4,7,4,0,11,1,4923,4237
35,10,10,6,99,6,-1,-1,-1,5,7,-1,1,1,8,-1,-1,-1,4,-1,3,-1,1,-1,9,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,3,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,2,4,2,3,1,2,1,4923,4237
36,10,10,6,99,6,-1,-1,-1,5,7,-1,1,1,8,-1,-1,-1,4,-1,3,-1,1,-1,9,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,8,4,8,3,0,2,1,4923,4237
37,10,10,6,99,6,-1,-1,-1,5,7,-1,1,1,8,-1,-1,-1,-1,-1,3,-1,1,4,9,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,3,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,3,2,4,2,1,11,1,4923,4237
38,10,10,6,99,6,-1,-1,-1,5,7,-1,1,1,8,-1,-1,-1,-1,-1,3,-1,1,4,9,-1,3,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,10,0,5,0,0,8,1,4923,4237
39,10,10,6,99,6,-1,-1,1,5,7,-1,1,-1,8,-1,-1,-1,-1,-1,3,-1,1,4,9,-1,3,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,2,2,1,2,1,18,1,4923,4237
40,10,10,6,99,6,-1,-1,1,5,7,-1,1,-1,8,-1,-1,-1,-1,-1,3,-1,1,4,9,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,5,0,5,2,0,5,1,4923,4235
41,10,10,6,99,6,-1,-1,1,5,7,-1,1,-1,8,-1,-1,-1,-1,-1,3,-1,1,4,-1,-1,-1,-1,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,6,10,1,1,9,10,2,10,99,6,4,3,5,2,1,1,1,4920,4235
42,10,10,6,99,6,6,-1,1,5,7,-1,1,-1,8,-1,-1,-1,-1,-1,3,-1,1,4,-1,-1,-1,-1,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,11,0,1,0,0,17,1,4920,4235
43,10,10,6,99,6,6,-1,1,5,7,-1,1,-1,8,-1,-1,-1,-1,-1,3,-1,1,4,9,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,5,2,4,3,1,2,1,4920,4235
44,10,10,6,99,6,-1,-1,6,5,7,-1,1,-1,8,-1,-1,-1,-1,-1,3,-1,1,4,9,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,1,0,1,2,0,1,1,4920,3635
45,10,10,6,99,6,-1,-1,6,5,7,-1,1,-1,8,-1,-1,-1,9,-1,3,-1,1,4,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,4,3,3,2,1,2,1,4920,3635
46,10,10,6,99,6,-1,-1,6,5,7,-1,1,-1,8,-1,-1,-1,9,-1,3,-1,1,4,-1,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,7,4,5,4,0,21,1,4920,3635
47,10,10,6,99,6,-1,-1,6,5,7,-1,1,-1,8,-1,-1,-1,9,-1,3,-1,1,4,2,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,5,3,4,3,1,2,1,4920,3635
48,10,10,6,99,6,-1,-1,6,5,7,-1,1,-1,8,-1,-1,-1,9,-1,3,-1,1,4,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,5,4,5,2,0,19,1,4920,3635
49,10,10,6,99,6,-1,-1,6,5,7,-1,1,9,8,-1,-1,-1,-1,-1,3,-1,1,4,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,3,2,2,2,1,19,1,4920,3635
50,10,10,6,99,6,-1,-1,-1,6,7,-1,1,9,8,-1,-1,-1,-1,-1,3,-1,1,4,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,1,2,1,3,0,14,1,4920,3605
51,10,10,6,99,6,-1,-1,-1,8,7,-1,1,9,-1,-1,-1,-1,-1,-1,3,-1,1,4,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,2,3,1,3,1,10,1,4850,3605
52,10,10,6,99,6,-1,-1,-1,8,7,-1,1,9,-1,-1,-1,-1,-1,-1,3,-1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,5,2,4,2,0,1,1,4850,3595
53,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,-1,-1,-1,-1,9,-1,3,-1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,2,2,3,2,1,2,1,4850,3595
54,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,-1,-1,-1,-1,9,-1,3,-1,1,-1,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,4,2,5,2,0,3,1,4850,3595
55,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,9,-1,-1,-1,-1,-1,3,-1,1,-1,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,3,2,2,3,1,2,1,4850,3595
56,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,9,-1,-1,-1,-1,-1,3,-1,1,-1,2,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,5,2,5,4,0,20,1,4850,3595
57,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,9,-1,1,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,5,0,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,4,1,3,0,1,18,1,4850,3595
58,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,9,-1,1,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,-1,0,-1,2,4,5,3,-1,10,1,1,9,10,2,10,99,6,9,3,10,3,0,2,1,4850,3595
59,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,9,-1,-1,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,-1,-1,-1,2,4,5,3,-1,10,1,1,9,10,2,10,99,6,3,0,9,4,1,5,1,4250,2995
60,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,9,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,-1,-1,-1,2,4,5,3,-1,10,1,1,9,10,2,10,99,6,5,4,3,4,0,1,1,4250,2992
61,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,-1,-1,-1,-1,2,4,5,3,-1,10,1,1,9,10,2,10,99,6,2,3,3,4,1,1,1,4220,2992
62,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,4,5,3,-1,10,1,1,9,10,2,10,99,6,8,3,7,4,0,9,1,4220,2992
63,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,4,5,3,-1,10,1,1,9,10,2,10,99,6,3,4,2,3,1,2,1,4220,2992
64,10,10,6,99,6,-1,-1,-1,8,7,-1,1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,0,-1,-1,5,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,10,3,9,4,0,18,1,4220,2992
65,10,10,6,99,6,-1,-1,1,8,7,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,0,-1,-1,5,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,2,1,1,2,1,18,1,4220,2992
66,10,10,6,99,6,-1,-1,1,8,7,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,5,-1,-1,0,-1,-1,-1,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,9,4,8,3,0,2,1,4220,2992
67,10,10,6,99,6,-1,-1,1,8,7,-1,-1,-1,9,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,5,-1,-1,0,-1,-1,-1,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,4,3,3,2,1,2,1,4220,2992
68,10,10,6,99,6,-1,-1,1,8,7,-1,-1,-1,9,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,8,3,7,2,0,18,1,4220,2992
69,10,10,6,99,6,-1,-1,1,8,7,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,3,2,4,1,1,2,1,4220,2992
70,10,10,6,99,6,-1,-1,1,8,7,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,7,2,5,2,0,11,1,4220,2992
71,10,10,6,99,6,-1,-1,1,8,7,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,4,-1,3,-1,10,1,1,9,10,2,10,99,6,4,1,5,2,1,5,1,4220,2990
